,Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
331,-114.0,51.11,CALGARY INT'L CS,3031094,2019-11-28,2019,11,28,-12.6,,-20.6,,-16.6,,34.6,,0.0,,0.6,,7.0,,,,
332,-114.0,51.11,CALGARY INT'L CS,3031094,2019-11-29,2019,11,29,-9.0,,-22.6,,-15.8,,33.8,,0.0,,0.3,,7.0,,,,
333,-114.0,51.11,CALGARY INT'L CS,3031094,2019-11-30,2019,11,30,-9.8,,-21.6,,-15.7,,33.7,,0.0,,0.0,,7.0,,,,
334,-114.0,51.11,CALGARY INT'L CS,3031094,2019-12-01,2019,12,1,3.4,,-15.9,,-6.2,,24.2,,0.0,,0.0,,6.0,30.0,,41.0,
335,-114.0,51.11,CALGARY INT'L CS,3031094,2019-12-02,2019,12,2,4.2,,-0.2,,2.0,,16.0,,0.0,,0.0,,6.0,29.0,,51.0,
336,-114.0,51.11,CALGARY INT'L CS,3031094,2019-12-03,2019,12,3,9.2,,-4.7,,2.2,,15.8,,0.0,,0.0,,5.0,27.0,,48.0,
337,-114.0,51.11,CALGARY INT'L CS,3031094,2019-12-04,2019,12,4,-2.2,,-8.5,,-5.4,,23.4,,0.0,,0.6,,4.0,34.0,,57.0,
338,-114.0,51.11,CALGARY INT'L CS,3031094,2019-12-05,2019,12,5,-2.5,,-11.8,,-7.2,,25.2,,0.0,,0.0,,4.0,,,,
339,-114.0,51.11,CALGARY INT'L CS,3031094,2019-12-06,2019,12,6,-0.2,,-12.8,,-6.5,,24.5,,0.0,,0.0,,4.0,,,,
340,-114.0,51.11,CALGARY INT'L CS,3031094,2019-12-07,2019,12,7,-0.6,,-10.1,,-5.4,,23.4,,0.0,,0.1,,5.0,35.0,,44.0,
341,-114.0,51.11,CALGARY INT'L CS,3031094,2019-12-08,2019,12,8,-5.9,,-19.0,,-12.5,,30.5,,0.0,,2.0,,10.0,,,,
342,-114.0,51.11,CALGARY INT'L CS,3031094,2019-12-09,2019,12,9,-1.2,,-8.5,,-4.8,,22.8,,0.0,,1.9,,7.0,,,,
343,-114.0,51.11,CALGARY INT'L CS,3031094,2019-12-10,2019,12,10,-2.3,,-13.5,,-7.9,,25.9,,0.0,,0.0,,10.0,17.0,,32.0,
344,-114.0,51.11,CALGARY INT'L CS,3031094,2019-12-11,2019,12,11,-6.9,,-13.0,,-10.0,,28.0,,0.0,,2.4,,8.0,,,,
345,-114.0,51.11,CALGARY INT'L CS,3031094,2019-12-12,2019,12,12,-5.9,,-14.0,,-9.9,,27.9,,0.0,,0.0,,12.0,,,,
346,-114.0,51.11,CALGARY INT'L CS,3031094,2019-12-13,2019,12,13,-10.4,,-14.6,,-12.5,,30.5,,0.0,,0.0,,11.0,,,,
347,-114.0,51.11,CALGARY INT'L CS,3031094,2019-12-14,2019,12,14,-2.8,,-16.0,,-9.4,,27.4,,0.0,,0.0,,10.0,,,,
348,-114.0,51.11,CALGARY INT'L CS,3031094,2019-12-15,2019,12,15,-2.1,,-16.2,,-9.2,,27.2,,0.0,,0.0,,10.0,,,,
349,-114.0,51.11,CALGARY INT'L CS,3031094,2019-12-16,2019,12,16,0.8,,-13.4,,-6.3,,24.3,,0.0,,0.0,,9.0,28.0,,49.0,
350,-114.0,51.11,CALGARY INT'L CS,3031094,2019-12-17,2019,12,17,7.8,,-1.0,,3.4,,14.6,,0.0,,0.0,,8.0,28.0,,45.0,
351,-114.0,51.11,CALGARY INT'L CS,3031094,2019-12-18,2019,12,18,6.7,,-5.0,,0.9,,17.1,,0.0,,0.1,,7.0,29.0,,47.0,
352,-114.0,51.11,CALGARY INT'L CS,3031094,2019-12-19,2019,12,19,3.6,,-5.8,,-1.1,,19.1,,0.0,,0.3,,6.0,24.0,,61.0,
353,-114.0,51.11,CALGARY INT'L CS,3031094,2019-12-20,2019,12,20,5.6,,-2.2,,1.7,,16.3,,0.0,,1.5,,6.0,18.0,,46.0,
354,-114.0,51.11,CALGARY INT'L CS,3031094,2019-12-21,2019,12,21,1.0,,-3.5,,-1.3,,19.3,,0.0,,0.9,,6.0,1.0,,31.0,
355,-114.0,51.11,CALGARY INT'L CS,3031094,2019-12-22,2019,12,22,-0.5,,-7.9,,-4.2,,22.2,,0.0,,2.7,,9.0,,,,
356,-114.0,51.11,CALGARY INT'L CS,3031094,2019-12-23,2019,12,23,-1.5,,-14.0,,-7.7,,25.7,,0.0,,0.5,,11.0,,,,
357,-114.0,51.11,CALGARY INT'L CS,3031094,2019-12-24,2019,12,24,-8.1,,-16.0,,-12.1,,30.1,,0.0,,0.0,,10.0,,,,
358,-114.0,51.11,CALGARY INT'L CS,3031094,2019-12-25,2019,12,25,-3.9,,-17.1,,-10.5,,28.5,,0.0,,0.0,,10.0,,,,
359,-114.0,51.11,CALGARY INT'L CS,3031094,2019-12-26,2019,12,26,-2.1,,-16.9,,-9.5,,27.5,,0.0,,0.0,,9.0,,,,
360,-114.0,51.11,CALGARY INT'L CS,3031094,2019-12-27,2019,12,27,0.2,,-11.6,,-5.7,,23.7,,0.0,,0.0,,10.0,30.0,,46.0,
361,-114.0,51.11,CALGARY INT'L CS,3031094,2019-12-28,2019,12,28,-2.9,,-15.2,,-9.1,,27.1,,0.0,,0.0,,8.0,,,,
362,-114.0,51.11,CALGARY INT'L CS,3031094,2019-12-29,2019,12,29,2.3,,-10.7,,-4.2,,22.2,,0.0,,0.0,,9.0,,,,
363,-114.0,51.11,CALGARY INT'L CS,3031094,2019-12-30,2019,12,30,6.7,,-12.4,,-2.8,,20.8,,0.0,,0.1,,9.0,27.0,,50.0,
364,-114.0,51.11,CALGARY INT'L CS,3031094,2019-12-31,2019,12,31,5.8,,1.3,,3.5,,14.5,,0.0,,0.3,,8.0,28.0,,55.0,
